partido_o_alianza,candidato_a_la_presidencia,valor,mes,año,encuestadora,medio,codigo_encuesta
PDC,Paz Zamora,1,octubre,2018,mercados_y_muestras,pg7,mercados_y_muestras_octubre_2018
PAN-BOL,Nina,NA,octubre,2018,mercados_y_muestras,pg7,mercados_y_muestras_octubre_2018
FPV,Rodríguez,NA,octubre,2018,mercados_y_muestras,pg7,mercados_y_muestras_octubre_2018
NA,Albarracín,NA,octubre,2018,mercados_y_muestras,pg7,mercados_y_muestras_octubre_2018
NA,Otros,NA,octubre,2018,mercados_y_muestras,pg7,mercados_y_muestras_octubre_2018
NA,NS/NR,7,octubre,2018,mercados_y_muestras,pg7,mercados_y_muestras_octubre_2018
NA,Blanco,NA,octubre,2018,mercados_y_muestras,pg7,mercados_y_muestras_octubre_2018
NA,Ninguno,12,octubre,2018,mercados_y_muestras,pg7,mercados_y_muestras_octubre_2018
NA,Nulo,NA,octubre,2018,mercados_y_muestras,pg7,mercados_y_muestras_octubre_2018
NA,No contesta,NA,octubre,2018,mercados_y_muestras,pg7,mercados_y_muestras_octubre_2018
NA,Indecisos,NA,octubre,2018,mercados_y_muestras,pg7,mercados_y_muestras_octubre_2018
NA,Voto secreto,NA,octubre,2018,mercados_y_muestras,pg7,mercados_y_muestras_octubre_2018
NA,Blanco/Nulo,NA,octubre,2018,mercados_y_muestras,pg7,mercados_y_muestras_octubre_2018
MAS-IPSP,Morales,35,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
CC,Mesa,31,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
NA,Revilla,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
NA,Costas,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
NA,Doria Medina,11,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
21F,Ortiz,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
UCS,Cárdenas,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
MTS,Patzi,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
MNR,Lema,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
NA,Quiroga,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
PDC,Paz Zamora,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
PAN-BOL,Nina,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
FPV,Rodríguez,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
NA,Albarracín,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
NA,Otros,7,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
NA,NS/NR,16,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
NA,Blanco,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
NA,Ninguno,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
NA,Nulo,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
NA,No contesta,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
NA,Indecisos,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
NA,Voto secreto,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
NA,Blanco/Nulo,NA,octubre,2018,tal_cual,atb,tal_cual_octubre_2018
MAS-IPSP,Morales,35,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
CC,Mesa,26,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
NA,Revilla,4,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
NA,Costas,6,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
NA,Doria Medina,4,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
21F,Ortiz,2,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
UCS,Cárdenas,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
MTS,Patzi,4,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
MNR,Lema,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
NA,Quiroga,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
PDC,Paz Zamora,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
PAN-BOL,Nina,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
FPV,Rodríguez,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
NA,Albarracín,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
NA,Otros,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
NA,NS/NR,19,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
NA,Blanco,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
NA,Ninguno,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
NA,Nulo,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
NA,No contesta,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
NA,Indecisos,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
NA,Voto secreto,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
NA,Blanco/Nulo,NA,octubre,2018,ciesmori,atb,ciesmori_octubre_2018
MAS-IPSP,Morales,29,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
CC,Mesa,34,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
NA,Revilla,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
NA,Costas,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
NA,Doria Medina,10,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
21F,Ortiz,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
UCS,Cárdenas,3,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
MTS,Patzi,2,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
MNR,Lema,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
NA,Quiroga,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
PDC,Paz Zamora,4,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
PAN-BOL,Nina,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
FPV,Rodríguez,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
NA,Albarracín,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
NA,Otros,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
NA,NS/NR,10,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
NA,Blanco,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
NA,Ninguno,7,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
NA,Nulo,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
NA,No contesta,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
NA,Indecisos,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
NA,Voto secreto,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
NA,Blanco/Nulo,NA,noviembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_noviembre_2018
MAS-IPSP,Morales,30,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
CC,Mesa,39,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
NA,Revilla,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
NA,Costas,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
NA,Doria Medina,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
21F,Ortiz,4,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
UCS,Cárdenas,3,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
MTS,Patzi,2,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
MNR,Lema,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
NA,Quiroga,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
PDC,Paz Zamora,2,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
PAN-BOL,Nina,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
FPV,Rodríguez,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
NA,Albarracín,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
NA,Otros,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
NA,NS/NR,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
NA,Blanco,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
NA,Ninguno,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
NA,Nulo,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
NA,No contesta,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
NA,Indecisos,20,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
NA,Voto secreto,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
NA,Blanco/Nulo,NA,diciembre,2018,mercados_y_muestras,pg7,mercados_y_muestras_diciembre_2018
MAS-IPSP,Morales,34.5,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
CC,Mesa,22.2,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
NA,Revilla,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
NA,Costas,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
NA,Doria Medina,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
21F,Ortiz,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
UCS,Cárdenas,1.2,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
MTS,Patzi,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
MNR,Lema,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
NA,Quiroga,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
PDC,Paz Zamora,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
PAN-BOL,Nina,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
FPV,Rodríguez,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
NA,Albarracín,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
NA,Otros,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
NA,NS/NR,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
NA,Blanco,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
NA,Ninguno,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
NA,Nulo,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
NA,No contesta,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
NA,Indecisos,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
NA,Voto secreto,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
NA,Blanco/Nulo,NA,diciembre,2018,captura_consulting,pat,captura_consulting_diciembre_2018
MAS-IPSP,Morales,32,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
CC,Mesa,32,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
NA,Revilla,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
NA,Costas,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
NA,Doria Medina,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
21F,Ortiz,4,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
UCS,Cárdenas,2,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
MTS,Patzi,2,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
MNR,Lema,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
NA,Quiroga,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
PDC,Paz Zamora,3,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
PAN-BOL,Nina,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
FPV,Rodríguez,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
NA,Albarracín,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
NA,Otros,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
NA,NS/NR,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
NA,Blanco,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
NA,Ninguno,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
NA,Nulo,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
NA,No contesta,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
NA,Indecisos,25,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
NA,Voto secreto,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
NA,Blanco/Nulo,NA,enero,2019,mercados_y_muestras,pg7,mercados_y_muestras_enero_2019
MAS-IPSP,Morales,33.4,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
CC,Mesa,21.9,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
NA,Revilla,NA,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
NA,Costas,NA,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
NA,Doria Medina,NA,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
21F,Ortiz,6.2,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
UCS,Cárdenas,3.1,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
MTS,Patzi,1.9,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
MNR,Lema,0.4,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
NA,Quiroga,NA,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
PDC,Paz Zamora,1.2,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
PAN-BOL,Nina,0.8,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
FPV,Rodríguez,NA,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
NA,Albarracín,NA,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
NA,Otros,NA,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
NA,NS/NR,13.4,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
NA,Blanco,18,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
NA,Ninguno,NA,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
NA,Nulo,NA,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
NA,No contesta,NA,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
NA,Indecisos,NA,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
NA,Voto secreto,NA,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
NA,Blanco/Nulo,NA,enero,2019,captura_consulting,pat,captura_consulting_enero_2019
MAS-IPSP,Morales,35.6,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
CC,Mesa,30.5,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
NA,Revilla,NA,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
NA,Costas,NA,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
NA,Doria Medina,NA,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
21F,Ortiz,6.6,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
UCS,Cárdenas,4.1,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
MTS,Patzi,0.8,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
MNR,Lema,2.2,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
NA,Quiroga,NA,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
PDC,Paz Zamora,3.1,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
PAN-BOL,Nina,0.3,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
FPV,Rodríguez,NA,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
NA,Albarracín,NA,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
NA,Otros,NA,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
NA,NS/NR,16.7,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
NA,Blanco,NA,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
NA,Ninguno,NA,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
NA,Nulo,NA,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
NA,No contesta,NA,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
NA,Indecisos,NA,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
NA,Voto secreto,NA,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
NA,Blanco/Nulo,NA,febrero,2019,tal_cual,atb,tal_cual_febrero_2019
MAS-IPSP,Morales,31,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
CC,Mesa,30,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
NA,Revilla,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
NA,Costas,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
NA,Doria Medina,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
21F,Ortiz,7,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
UCS,Cárdenas,2,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
MTS,Patzi,2,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
MNR,Lema,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
NA,Quiroga,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
PDC,Paz Zamora,3,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
PAN-BOL,Nina,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
FPV,Rodríguez,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
NA,Albarracín,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
NA,Otros,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
NA,NS/NR,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
NA,Blanco,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
NA,Ninguno,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
NA,Nulo,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
NA,No contesta,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
NA,Indecisos,25,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
NA,Voto secreto,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
NA,Blanco/Nulo,NA,febrero,2019,mercados_y_muestras,pg7,mercados_y_muestras_febrero_2019
MAS-IPSP,Morales,37.5,marzo,2019,celag,celag,celag_marzo_2019
CC,Mesa,28.6,marzo,2019,celag,celag,celag_marzo_2019
NA,Revilla,NA,marzo,2019,celag,celag,celag_marzo_2019
NA,Costas,NA,marzo,2019,celag,celag,celag_marzo_2019
NA,Doria Medina,NA,marzo,2019,celag,celag,celag_marzo_2019
21F,Ortiz,7.6,marzo,2019,celag,celag,celag_marzo_2019
UCS,Cárdenas,4.1,marzo,2019,celag,celag,celag_marzo_2019
MTS,Patzi,2.7,marzo,2019,celag,celag,celag_marzo_2019
MNR,Lema,NA,marzo,2019,celag,celag,celag_marzo_2019
NA,Quiroga,NA,marzo,2019,celag,celag,celag_marzo_2019
PDC,Paz Zamora,NA,marzo,2019,celag,celag,celag_marzo_2019
PAN-BOL,Nina,NA,marzo,2019,celag,celag,celag_marzo_2019
FPV,Rodríguez,NA,marzo,2019,celag,celag,celag_marzo_2019
NA,Albarracín,NA,marzo,2019,celag,celag,celag_marzo_2019
NA,Otros,1.3,marzo,2019,celag,celag,celag_marzo_2019
NA,NS/NR,5.3,marzo,2019,celag,celag,celag_marzo_2019
NA,Blanco,9.3,marzo,2019,celag,celag,celag_marzo_2019
NA,Ninguno,NA,marzo,2019,celag,celag,celag_marzo_2019
NA,Nulo,3.6,marzo,2019,celag,celag,celag_marzo_2019
NA,No contesta,NA,marzo,2019,celag,celag,celag_marzo_2019
NA,Indecisos,NA,marzo,2019,celag,celag,celag_marzo_2019
NA,Voto secreto,NA,marzo,2019,celag,celag,celag_marzo_2019
NA,Blanco/Nulo,NA,marzo,2019,celag,celag,celag_marzo_2019
MAS-IPSP,Morales,31,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
CC,Mesa,32,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
NA,Revilla,NA,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
NA,Costas,NA,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
NA,Doria Medina,NA,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
21F,Ortiz,8,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
UCS,Cárdenas,2,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
MTS,Patzi,3,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
MNR,Lema,NA,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
NA,Quiroga,NA,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
PDC,Paz Zamora,2,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
PAN-BOL,Nina,1,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
FPV,Rodríguez,NA,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
NA,Albarracín,NA,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
NA,Otros,NA,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
NA,NS/NR,11,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
NA,Blanco,NA,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
NA,Ninguno,10,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
NA,Nulo,NA,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
NA,No contesta,NA,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
NA,Indecisos,NA,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
NA,Voto secreto,NA,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
NA,Blanco/Nulo,NA,marzo,2019,mercados_y_muestras,pg7,mercados_y_muestras_marzo_2019
MAS-IPSP,Morales,30.2,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
CC,Mesa,26.1,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
NA,Revilla,NA,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
NA,Costas,NA,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
NA,Doria Medina,NA,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
21F,Ortiz,8.2,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
UCS,Cárdenas,2.8,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
MTS,Patzi,1.3,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
MNR,Lema,0.5,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
NA,Quiroga,NA,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
PDC,Paz Zamora,2.6,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
PAN-BOL,Nina,1.6,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
FPV,Rodríguez,0.3,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
NA,Albarracín,NA,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
NA,Otros,NA,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
NA,NS/NR,26.6,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
NA,Blanco,NA,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
NA,Ninguno,NA,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
NA,Nulo,NA,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
NA,No contesta,NA,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
NA,Indecisos,NA,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
NA,Voto secreto,NA,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
NA,Blanco/Nulo,NA,marzo,2019,captura_consulting,pat,captura_consulting_marzo_2019
MAS-IPSP,Morales,33,abril,2019,ipsos,rtp,ipsos_abril_2019
CC,Mesa,25,abril,2019,ipsos,rtp,ipsos_abril_2019
NA,Revilla,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
NA,Costas,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
NA,Doria Medina,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
21F,Ortiz,7,abril,2019,ipsos,rtp,ipsos_abril_2019
UCS,Cárdenas,2,abril,2019,ipsos,rtp,ipsos_abril_2019
MTS,Patzi,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
MNR,Lema,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
NA,Quiroga,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
PDC,Paz Zamora,3,abril,2019,ipsos,rtp,ipsos_abril_2019
PAN-BOL,Nina,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
FPV,Rodríguez,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
NA,Albarracín,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
NA,Otros,8,abril,2019,ipsos,rtp,ipsos_abril_2019
NA,NS/NR,7,abril,2019,ipsos,rtp,ipsos_abril_2019
NA,Blanco,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
NA,Ninguno,15,abril,2019,ipsos,rtp,ipsos_abril_2019
NA,Nulo,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
NA,No contesta,NA,abril,2019,ipsos,rtp,ipsos_abril_2019
